GENESIS-Tabelle: 71211-0007
Steuereinnahmen: Bundesländer, Quartale, Steuerarten vor der;;;;;;;;;;;;;;;;;;
Steuerverteilung;;;;;;;;;;;;;;;;;;
Statistik über das Steueraufkommen;;;;;;;;;;;;;;;;;;
Steuereinnahmen (Tsd. EUR);;;;;;;;;;;;;;;;;;
;;2008;2008;2008;2008;2009;2009;2009;2009;2010;2010;2010;2010;2011;2011;2011;2011;2012
;;1. Quartal;2. Quartal;3. Quartal;4. Quartal;1. Quartal;2. Quartal;3. Quartal;4. Quartal;1. Quartal;2. Quartal;3. Quartal;4. Quartal;1. Quartal;2. Quartal;3. Quartal;4. Quartal;1. Quartal
Mecklenburg-Vorpommern;Sonstige Steuern;2872;3415;3611;2286;3100;3164;3491;2539;3465;3497;3698;2615;3637;3819;4138;2862;3637
Niedersachsen;Lohnsteuer;2046786;2284398;2326115;2762634;2107026;1926499;2177786;2682034;1889218;1944023;2023918;2485888;2019311;2244123;2272808;2637498;2270160
Niedersachsen;Veranlagte Einkommensteuer;202530;805998;791207;1013479;208256;748712;644366;681210;427415;774316;662598;712179;650809;722336;588232;695213;958479
Niedersachsen;Nicht veranlagte Steuern vom Ertrag;239682;448567;144810;247126;143411;332563;114260;199522;124076;400456;166576;198090;138946;491803;194223;78408;338280
Niedersachsen;Abgeltungssteuer;319234;113581;147596;144799;337083;118409;141791;109915;265463;78094;80592;68735;248258;66693;82307;65527;252958
Niedersachsen;Körperschaftsteuer;702187;340551;269786;176875;259738;-284006;55900;174185;206124;231034;-137138;861448;522393;304416;198694;576382;824164
Niedersachsen;Umsatzsteuer;1332015;1473170;1390190;1473487;1581070;2151741;2188208;2112032;1645090;1887014;1786242;1802340;1668364;1649751;1715478;1411811;1650626
Niedersachsen;Landessteuern;504905;460940;420668;407629;434585;404670;202834;229230;214810;219566;218417;241055;320704;278781;252269;212994;283739
Niedersachsen;Vermögensteuer;309;119;127;470;243;86;-6;105;42;-89;25;22;61;211;-13;-9;134
Niedersachsen;Erbschaftsteuer;69690;84035;67070;81625;68702;70369;65066;95106;71959;77769;69618;84850;127631;110153;71898;55324;80111
Niedersachsen;Grunderwerbsteuer;115675;100732;97155;86400;79625;82549;94651;90649;88920;90839;106373;111739;137352;123118;135031;116671;144584
Niedersachsen;Kraftfahrzeugsteuer (Land);255809;224697;192471;192471;227603;209798;0;-;-;-;-;-;-;-;-;-;-
Niedersachsen;Totalisatorsteuer;-;88;480;97;-;156;340;65;0;78;361;75;-;73;313;97;-
Niedersachsen;Andere Rennwettsteuer;-;-;-;-;-;-;0;-;0;0;0;-;-;-;-;-;-
Niedersachsen;Lotteriesteuer;37177;36319;33781;35342;34742;34963;30725;34012;31498;34220;29877;31751;34350;32663;31270;27779;35751
Niedersachsen;Feuerschutzsteuer;19793;7036;5885;4223;17213;-1093;3940;2898;16471;9127;4217;5875;16216;4604;6149;6784;16938
Niedersachsen;Biersteuer;6451;7913;8057;7001;6457;7843;8118;6395;5920;7622;7945;0;5094;7960;7622;6347;6222
Niedersachsen;Sonstige Landessteuern;-;-;-;-;-;-;0;-;0;0;0;-;-;-;-;-;-
Niedersachsen;Gemeindesteuern;1089355;1146138;1132085;1211487;1105200;998851;843010;927104;1050971;1088534;991249;1182897;1107017;1256552;1176839;1268891;1254996
Niedersachsen;Grundsteuer A (Land- und Forstwirtschaft);15816;15855;17170;14678;15800;15994;17185;14689;16062;16097;17812;15304;16400;16547;17726;15174;16664
Niedersachsen;Grundsteuer B (Sonstige Grundstücke);252488;276008;303134;243483;256600;291749;297300;247687;261903;282709;321783;254691;270260;290457;321582;259008;274655
Niedersachsen;Gewerbesteuer (brutto);802123;836214;790592;936901;812500;672935;505427;647035;751250;768720;626141;893114;796353;927138;809608;971730;936630
Niedersachsen;Sonstige Steuern;18927;18059;21189;16425;20300;18173;23098;17693;21756;21008;25513;19788;24004;22410;27923;22979;27047
Nordrhein-Westfalen;Lohnsteuer;8041627;8625470;8436190;10000809;8384586;7729794;7851925;9501314;7311743;7695510;7497520;9014463;7858765;8606113;8014974;9668418;8201623
Nordrhein-Westfalen;Veranlagte Einkommensteuer;966400;2248644;2171162;2367852;756786;1995564;1561217;1754370;1256740;1764089;1697440;1966944;1688452;1815975;1641082;2108972;2145631
Nordrhein-Westfalen;Nicht veranlagte Steuern vom Ertrag;797315;2694147;443815;790974;881508;2232568;362727;234382;409188;2274597;427329;421659;517818;2578523;429698;601090;2076412
Nordrhein-Westfalen;Abgeltungssteuer;825422;356466;440677;437265;962485;448403;464571;453442;795672;214678;180943;270778;644381;281690;274203;229980;620543
Nordrhein-Westfalen;Körperschaftsteuer;1132122;528105;1383759;262705;998636;329592;420521;735788;732595;933976;171623;171156;972323;576394;995976;829579;1271328
Nordrhein-Westfalen;Umsatzsteuer;10514397;9572331;9741133;10003552;10209122;10153652;10115796;10294314;9551239;9830122;9341155;10354635;11001261;9600913;9983818;10580123;10452879
Nordrhein-Westfalen;Landessteuern;1326741;1184340;1147182;1063399;1175571;1177264;655053;523159;592674;656161;808409;662402;716125;678545;729698;756643;760800
Nordrhein-Westfalen;Vermögensteuer;802;787;-4328;859;-585;293;2380;427;-3029;315;299;-268;-38;-424;-155;-1631;-
Nordrhein-Westfalen;Erbschaftsteuer;262787;256453;308214;256800;262036;362995;248931;133861;177125;282755;360132;253939;262121;274753;279201;242115;236524
Nordrhein-Westfalen;Grunderwerbsteuer;344111;307314;288085;263681;263095;228175;261997;257941;254672;240108;302741;271840;298761;274270;303130;384068;364105
Nordrhein-Westfalen;Kraftfahrzeugsteuer (Land);555454;472583;418435;418435;479088;436597;0;-;-;-;-;-;-;-;-;-;-
Nordrhein-Westfalen;Totalisatorsteuer;880;984;618;777;773;788;853;808;517;795;695;748;461;919;481;742;403
Nordrhein-Westfalen;Andere Rennwettsteuer;0;1;1;1;1;0;0;0;0;0;0;0;-;129;-;-;-129
Nordrhein-Westfalen;Lotteriesteuer;81079;78371;77750;-;93595;75718;76601;76366;80621;74606;80295;78719;80136;72740;84055;73914;83418
Nordrhein-Westfalen;Feuerschutzsteuer;36123;18369;-1163;5850;35210;23142;11439;9747;41907;7522;8872;14182;34110;5423;12991;14333;35787
Nordrhein-Westfalen;Biersteuer;45506;49478;52694;43310;42357;49558;52852;44010;40861;50060;55376;43241;40575;50734;49994;43103;40692
Nordrhein-Westfalen;Sonstige Landessteuern;-;-;-;-;-;-;0;-;0;0;0;-;-;-;-;-;-
Nordrhein-Westfalen;Gemeindesteuern;3043794;3308534;3336660;3104460;2856900;2698070;2558550;2734661;2603074;2977073;2940063;3326356;3148780;3211823;3088301;3257102;3062803
Nordrhein-Westfalen;Grundsteuer A (Land- und Forstwirtschaft);8976;9160;10252;8757;9000;9302;10182;8437;9188;9238;10508;8290;9453;9595;11059;8780;9867
Nordrhein-Westfalen;Grundsteuer B (Sonstige Grundstücke);603933;629934;742926;585416;602400;635394;762889;575351;602607;664236;773829;613830;646542;713226;805123;627871;670241
Nordrhein-Westfalen;Gewerbesteuer (brutto);2389356;2627374;2530498;2466744;2197000;2004892;1729008;2106445;1937635;2250238;2096023;2654325;2431854;2430991;2202711;2553010;2308786
Nordrhein-Westfalen;Sonstige Steuern;41526;42066;52981;43543;48600;48482;56471;44428;53644;53361;59703;49911;60931;58011;69408;67441;73909
Rheinland-Pfalz;Lohnsteuer;1112790;1205532;1158046;1454778;1123629;1010181;1122571;1426042;1012564;1023800;1055624;1331144;1165765;1204113;1228988;1448027;1176926
Rheinland-Pfalz;Veranlagte Einkommensteuer;183751;424743;475317;450667;174082;278823;329729;369092;200861;393197;373284;458459;299216;406172;327744;527696;405780
Rheinland-Pfalz;Nicht veranlagte Steuern vom Ertrag;67726;401156;45466;124108;60692;471484;43274;30949;37300;456256;84240;31719;36487;579458;65731;71337;41884
Rheinland-Pfalz;Abgeltungssteuer;148273;64039;73414;72230;151509;57606;59648;60981;114509;33214;34882;46314;105802;31849;32835;38677;100820
Rheinland-Pfalz;Körperschaftsteuer;230648;218729;171346;228622;184315;226863;63625;110190;153104;189451;115951;293180;184421;313261;165799;248320;208894
Rheinland-Pfalz;Umsatzsteuer;1247896;1241430;1342155;1291961;1269907;1352471;1383213;1469774;1317226;1286957;1304579;1409561;1210216;1248793;1373320;1459277;1359625
Rheinland-Pfalz;Landessteuern;299221;310583;268386;245636;316355;246456;148303;124082;118726;127844;138466;158216;163655;141354;162612;52257;153033
Rheinland-Pfalz;Vermögensteuer;238;50;237;2;56;133;228;164;17;30;2;6334;-53;-1195;296;38;-
Rheinland-Pfalz;Erbschaftsteuer;36679;76549;52843;48411;83234;38814;48852;25249;19836;34869;46713;44086;47678;42453;56567;-57680;34252
Rheinland-Pfalz;Grunderwerbsteuer;64129;55557;56965;50325;50127;43219;51669;52503;48992;45687;46570;63774;62175;50991;59997;64801;64812
Rheinland-Pfalz;Kraftfahrzeugsteuer (Land);140149;128186;98261;98261;126894;116553;0;-;-;-;-;-;-;-;-;-;-
Rheinland-Pfalz;Totalisatorsteuer;-;39;5;23;-;14;35;6;0;34;45;-;-;28;5;19;-
Rheinland-Pfalz;Andere Rennwettsteuer;-;-;-;-;-;-;0;-;0;0;0;-;-;-;-;-;-
Rheinland-Pfalz;Lotteriesteuer;45600;38097;36399;37253;0;34451;34029;34488;38088;34334;33138;-;38259;34078;33337;33898;37761
Rheinland-Pfalz;Feuerschutzsteuer;4346;3160;3861;3847;4268;4141;3878;3921;4341;3804;2108;3371;8107;5712;3090;3410;8513
Rheinland-Pfalz;Biersteuer;8080;8942;9570;7514;7670;9132;9612;7750;7450;9086;9890;7534;7489;9287;9320;7772;7695
Rheinland-Pfalz;Sonstige Landessteuern;-;-;-;-;-;-;0;-;0;0;0;-;-;-;-;-;-
Rheinland-Pfalz;Gemeindesteuern;528804;534481;519566;504663;459500;477278;390773;384122;413690;541907;448503;556273;500487;540441;527616;595130;520947
Rheinland-Pfalz;Grundsteuer A (Land- und Forstwirtschaft);4097;4394;5976;3749;4600;5241;5481;3149;4067;4606;5662;3740;4185;4539;6317;3665;4366
Rheinland-Pfalz;Grundsteuer B (Sonstige Grundstücke);95079;111103;119833;96255;89100;118193;119712;99107;100296;115731;128798;101110;105334;115270;135462;107066;112924
Rheinland-Pfalz;Gewerbesteuer (brutto);423114;410184;384576;398612;357900;347122;256022;275008;302366;412372;304259;444278;383371;411403;375881;475792;394431
Rheinland-Pfalz;Sonstige Steuern;6513;8800;9181;6047;7900;6722;9558;6858;6961;9198;9784;7145;7597;9229;9956;8607;9226
Saarland;Lohnsteuer;319805;319200;344073;411365;323236;269576;315541;388769;284399;273711;303690;367260;298930;300599;322541;395731;317657
Saarland;Veranlagte Einkommensteuer;10271;56771;57829;73094;-10681;65381;51622;71984;29587;74645;61738;81804;55610;123831;52203;68107;69461
Saarland;Nicht veranlagte Steuern vom Ertrag;18689;19962;82504;19648;24718;14290;108051;7664;61733;20040;33794;9226;22537;17643;56604;19098;24778
Saarland;Abgeltungssteuer;42893;14531;16136;18881;43151;15110;11519;11676;26336;8304;7828;8137;22039;6210;6963;6110;21418
Saarland;Körperschaftsteuer;79748;79531;44641;40825;59313;53626;15364;26238;37257;44047;-2629;-9008;56541;49438;34160;41422;49869
Saarland;Umsatzsteuer;620158;610538;634547;630836;487422;510468;535252;517285;543966;571306;627392;626650;581741;665652;758779;687869;767916
Saarland;Landessteuern;65745;62729;57796;54812;55466;51698;26039;24757;26539;28117;26063;25595;21698;26441;28850;29612;28045
Saarland;Vermögensteuer;12;0;0;0;6;-;0;7;0;9;-43;-;-4;-;-;-;-
Saarland;Erbschaftsteuer;8778;11435;7905;12564;4962;6626;6574;7645;7515;7628;8338;7969;5579;5243;7106;7702;4346
Saarland;Grunderwerbsteuer;13904;11824;12823;8389;10246;9152;10858;9253;9821;12726;10049;8903;7232;12197;13343;13516;14524
Saarland;Kraftfahrzeugsteuer (Land);33798;30263;25462;25462;30333;27881;0;-;-;-;-;-;-;-;-;-;-
Saarland;Totalisatorsteuer;1;-;1;0;-;1;1;1;0;1;1;-;-;1;1;0;-
Saarland;Andere Rennwettsteuer;2;2;1;2;1;5;1;1;2;2;1;1;1;1;1;1;1
Saarland;Lotteriesteuer;5394;5629;5351;5261;5973;4603;4974;4774;5561;5057;4348;1;5002;5112;4845;5067;4853
Saarland;Feuerschutzsteuer;1614;581;824;802;1601;829;865;812;1585;410;505;808;1942;1129;747;824;2057
Saarland;Biersteuer;2241;2996;3116;2332;2345;2601;2765;2264;2054;2283;2863;2113;1944;2757;2809;2502;2264
Saarland;Sonstige Landessteuern;-;-;-;-;-;-;0;-;0;0;0;-;-;-;-;-;-
Saarland;Gemeindesteuern;153979;173056;138091;143557;124100;129476;116153;104512;102896;119651;114394;129937;153869;128177;158168;137568;126047
Saarland;Grundsteuer A (Land- und Forstwirtschaft);348;277;454;237;400;270;461;235;361;268;468;239;378;265;458;223;383
Saarland;Grundsteuer B (Sonstige Grundstücke);26351;27871;27851;25779;27000;26655;29476;25177;26841;28389;29541;25830;28397;27829;30506;25736;29381
Saarland;Gewerbesteuer (brutto);125391;143396;107970;116003;94400;101370;84426;77422;73503;89363;82376;102068;122407;98327;124853;109583;93413
Saarland;Sonstige Steuern;1890;1513;1816;1538;2300;1181;1790;1678;2191;1631;2009;1800;2687;1756;2351;2026;2870
Sachsen;Lohnsteuer;631039;593930;650259;843299;657389;435772;620437;818690;581590;469962;576257;777805;643572;545818;676985;837473;675312
Sachsen;Veranlagte Einkommensteuer;-124553;80531;91571;143127;-60128;102924;67963;143927;53257;115063;79113;154691;48147;122689;87802;161122;-61198
Sachsen;Nicht veranlagte Steuern vom Ertrag;35289;80346;34426;73615;27870;96197;20895;37095;15577;121557;43538;52110;23666;74207;57607;72161;45705
Sachsen;Abgeltungssteuer;49991;11748;14126;15788;51199;10478;9467;10394;31381;7301;5056;7257;25484;6743;4846;6518;24634
Sachsen;Körperschaftsteuer;137789;56855;34622;36528;48675;-56309;-72396;35529;70221;20587;40939;13063;86369;42886;35946;75682;89081
Sachsen;Umsatzsteuer;745231;814218;744746;732149;784110;878720;845695;954690;1004458;1003803;921781;971865;945636;952212;860134;995410;1058004
Sachsen;Landessteuern;211110;194754;182869;171079;185063;172345;73781;73228;69586;80184;79940;75838;81802;86989;90044;90751;85253
Sachsen;Vermögensteuer;-;-;-;-;-;-;0;-;0;0;0;0;-;-;-;-;-
Sachsen;Erbschaftsteuer;6007;5316;7062;6253;6858;7997;6325;5721;6989;5861;6121;7111;6124;5507;4924;6769;8032
Sachsen;Grunderwerbsteuer;55911;56193;44506;44321;39440;32696;32202;34077;31615;40588;41433;36290;41076;44763;51170;51294;41882
Sachsen;Kraftfahrzeugsteuer (Land);113611;100545;87061;87061;103844;94847;0;-;-;-;-;-;-;-;-;-;-
Sachsen;Totalisatorsteuer;-;114;89;86;-;110;91;94;0;121;44;78;-;81;82;90;-
Sachsen;Andere Rennwettsteuer;20;-;-;-26;-;-;0;-;0;0;0;-;-;-;-;-;-
Sachsen;Lotteriesteuer;15227;11501;13641;12870;15195;12350;12208;13484;12305;12422;11098;13154;12626;12934;12493;12658;12901
Sachsen;Feuerschutzsteuer;3636;2540;3220;3294;3414;4277;3450;3449;3602;2973;1801;2879;6925;5028;2645;2918;7285
Sachsen;Biersteuer;16700;18545;20338;17220;16312;20068;19505;16403;15073;18220;19443;16326;15052;18675;18730;17020;15153
Sachsen;Sonstige Landessteuern;-;-;-;-;-;-;0;-;0;0;0;-;-;-;-;-;-
Sachsen;Gemeindesteuern;411131;450844;440156;416489;410300;413905;350393;329994;383581;396735;421616;427217;377819;442657;456489;469661;420403
Sachsen;Grundsteuer A (Land- und Forstwirtschaft);3294;3515;3909;3172;3300;3588;3824;3275;3289;3842;3821;3240;3260;3885;3916;3256;3322
Sachsen;Grundsteuer B (Sonstige Grundstücke);100564;109124;119077;94024;101600;108151;120424;95382;101979;116611;116361;96208;103598;120746;130777;101601;109132
Sachsen;Gewerbesteuer (brutto);301164;333815;312849;316466;299600;298230;222056;228201;272264;271890;296868;324390;264515;313580;316828;361069;301377
Sachsen;Sonstige Steuern;6111;4391;4320;2827;5800;3936;4089;3136;6049;4392;4566;3379;6446;4446;4968;3735;6572
Sachsen-Anhalt;Lohnsteuer;348790;274354;323496;415914;317065;210084;305611;408220;272437;231680;280683;393450;300872;266920;325004;439788;329295
Sachsen-Anhalt;Veranlagte Einkommensteuer;-41541;42431;65689;89368;-49760;55647;71041;85100;24727;74174;65338;87428;61079;63179;58258;87931;76482
Sachsen-Anhalt;Nicht veranlagte Steuern vom Ertrag;20774;19124;28924;28821;21600;14926;30580;15008;22221;13507;29911;18661;32563;15175;40772;92153;39743
Sachsen-Anhalt;Abgeltungssteuer;22949;5133;4828;5275;28060;3481;3923;3187;18155;1796;1859;1585;12862;2248;1881;1954;12353
Sachsen-Anhalt;Körperschaftsteuer;75965;24157;51047;55695;17212;-11938;-35927;-29293;8379;17202;3360;46501;40929;42749;21967;84679;53249
Sachsen-Anhalt;Umsatzsteuer;406086;394467;339205;401900;357889;402780;423392;442922;389436;367155;348239;396445;316623;307088;346600;406351;406628
Sachsen-Anhalt;Landessteuern;111960;96463;92683;87138;96751;87367;34457;38298;33843;33026;32752;37376;42460;40153;38249;38478;47950
Sachsen-Anhalt;Vermögensteuer;-;-;-;-;-;-;0;-;0;0;0;0;-;-;-;-;-
Sachsen-Anhalt;Erbschaftsteuer;2524;2617;2917;2148;2250;2701;2385;3105;2605;2218;2167;2764;2876;2617;3497;3419;4136
Sachsen-Anhalt;Grunderwerbsteuer;29098;21534;21908;15385;19372;14710;16524;18648;16716;15113;16264;19984;22019;20004;19605;19186;26516
Sachsen-Anhalt;Kraftfahrzeugsteuer (Land);65457;55739;54666;54666;58982;53146;0;-;-;-;-;-;-;-;-;-;-
Sachsen-Anhalt;Totalisatorsteuer;0;2;1;1;-;1;1;1;0;1;2;-;-;1;1;2;-
Sachsen-Anhalt;Andere Rennwettsteuer;-;-;-;-;-;-;0;-;0;0;0;2;-;-;-;-;-
Sachsen-Anhalt;Lotteriesteuer;8265;7390;6816;7618;9107;7505;6984;8282;7573;7846;7314;0;8423;7929;7156;8420;7935
Sachsen-Anhalt;Feuerschutzsteuer;1280;2571;2041;2041;2041;2872;2179;2179;2179;1756;1115;1783;4288;3214;1641;1811;4521
Sachsen-Anhalt;Biersteuer;5335;6610;6452;5279;4998;6433;6383;6082;4770;6091;5893;5106;4855;6387;6349;5640;4842
Sachsen-Anhalt;Sonstige Landessteuern;-;-;-;-;-;-;0;-;0;0;0;-;-;-;-;-;-
Sachsen-Anhalt;Gemeindesteuern;197770;240428;227185;212625;180200;238609;172677;154134;167807;198032;207330;220452;198239;224260;222873;235358;207830
Sachsen-Anhalt;Grundsteuer A (Land- und Forstwirtschaft);5626;5836;5879;5027;5700;5741;5556;5221;4722;5706;5969;5655;5266;5951;5980;5453;5443
Sachsen-Anhalt;Grundsteuer B (Sonstige Grundstücke);47432;50009;58259;43869;48100;49576;59055;43291;47070;52369;60048;44181;48935;52994;61023;45679;50398
Sachsen-Anhalt;Gewerbesteuer (brutto);141533;181371;158656;161544;123200;179864;103638;103459;112615;136367;136692;168150;140343;161610;150771;181419;147842
Sachsen-Anhalt;Sonstige Steuern;3179;3210;4392;2185;3200;3428;4428;2163;3400;3590;4621;2466;3695;3705;5099;2807;4147
Schleswig-Holstein;Lohnsteuer;715452;752227;789254;936986;748990;655072;752103;916330;662397;660587;700436;847814;699248;706842;742317;894775;726898
Schleswig-Holstein;Veranlagte Einkommensteuer;104695;358593;356546;385658;117328;393828;299102;273293;220885;401428;304841;347097;282603;894393;292386;357188;318730
Schleswig-Holstein;Nicht veranlagte Steuern vom Ertrag;72164;26244;42855;113250;49167;67068;49962;56510;57631;75040;43631;107584;30221;67236;52906;85406;79305
Schleswig-Holstein;Abgeltungssteuer;74380;36409;49532;58512;93862;55558;51863;51572;82867;31608;32773;46909;81337;39545;29832;25425;54001
Schleswig-Holstein;Körperschaftsteuer;185450;91502;129210;75547;121734;106698;40029;76191;228467;165089;84713;139317;185756;196687;117393;112248;81185
Schleswig-Holstein;Umsatzsteuer;804298;826630;980979;972506;934469;934850;1083861;1062644;1029981;865526;973310;1017392;1000759;913179;1093977;1106237;1017450
Schleswig-Holstein;Landessteuern;191347;175809;178335;160320;183391;170105;148051;86288;88332;61036;115431;118357;110922;124134;114805;121806;143984
Schleswig-Holstein;Vermögensteuer;-27;9;-68;-215;29;15;54;2;-87;88;23;-49;-;2;-28;-5;-377
Schleswig-Holstein;Erbschaftsteuer;21918;26353;26745;31012;29351;29171;77448;19593;23372;-5209;33951;42016;34652;47599;32612;37948;41633
Schleswig-Holstein;Grunderwerbsteuer;57409;48609;57224;42656;46761;43636;51090;48473;47180;45093;61673;56145;55472;52337;62056;63189;81511
Schleswig-Holstein;Kraftfahrzeugsteuer (Land);91379;80941;67558;67558;83290;78078;0;-;-;-;-;-;-;-;-;-;-
Schleswig-Holstein;Totalisatorsteuer;-;-;-;-;-;-;0;-;0;0;0;12;-;-;8;2;-
Schleswig-Holstein;Andere Rennwettsteuer;-;-;10;-;-;-;12;-;0;0;12;-12;-;-;-;-;-
Schleswig-Holstein;Lotteriesteuer;12024;11535;11293;12153;13623;10988;11243;11804;11251;11282;10719;12237;11597;11344;11493;11503;11030
Schleswig-Holstein;Feuerschutzsteuer;5944;2458;1739;1501;6007;1634;1005;959;2606;3131;1477;2362;5680;5687;2198;2425;6056
Schleswig-Holstein;Biersteuer;2700;5903;7445;5655;4329;6583;7199;5458;4010;6652;7576;5646;3521;7165;6466;6745;4131
Schleswig-Holstein;Sonstige Landessteuern;-;-;-;-;-;-;0;-;0;0;0;-;-;-;-;-;-
Schleswig-Holstein;Gemeindesteuern;351005;364715;361085;311324;342000;282235;274210;295732;301596;326303;355029;336494;353981;376981;392239;374562;361649
Schleswig-Holstein;Grundsteuer A (Land- und Forstwirtschaft);5229;4599;5186;4493;4900;4784;5126;4526;5028;4969;5309;4581;5061;4933;5527;4794;5336
Schleswig-Holstein;Grundsteuer B (Sonstige Grundstücke);79011;79769;87139;72815;80100;81975;87627;75657;83936;85073;93584;78009;89322;88041;102102;84453;92968
Schleswig-Holstein;Gewerbesteuer (brutto);256977;269065;253525;225276;246500;183745;165381;205735;201885;222825;238697;243011;247668;270088;265645;273388;249169
Schleswig-Holstein;Sonstige Steuern;9789;11281;15235;8740;10500;11731;16076;9814;10747;13436;17439;10893;11930;13919;18965;11927;14176
Thüringen;Lohnsteuer;292832;288412;355193;412954;337390;212918;316486;399267;290012;232054;293851;385221;320842;263967;333564;421653;342148
Thüringen;Veranlagte Einkommensteuer;-37683;52129;54655;67732;-41358;60935;23928;53648;31594;67158;37694;59299;79186;76570;44330;80973;80082
Thüringen;Nicht veranlagte Steuern vom Ertrag;18909;40638;7285;34591;18235;40481;8884;18915;21452;23859;12722;26732;19859;26371;26833;25851;11485
Thüringen;Abgeltungssteuer;25759;5677;7015;8063;27676;5544;5553;5874;17362;3512;2595;4083;13465;4426;1850;3908;13121
Thüringen;Körperschaftsteuer;46771;64507;25275;23196;22415;-4462;-25423;9697;25030;15163;-9377;5393;43739;43756;24986;37018;63402
Thüringen;Umsatzsteuer;423726;356364;417137;431517;391311;354065;434835;474527;436172;402631;429521;493127;452903;400631;497669;499869;558116
Thüringen;Landessteuern;107346;98332;91040;79362;91701;84578;31954;33190;32566;30774;34367;32700;35562;37153;35688;42980;46954
Thüringen;Vermögensteuer;-;-;-;-;-;-;0;-;0;0;0;0;-;-;-;-;-
Thüringen;Erbschaftsteuer;3222;2708;3161;2221;3613;2534;3132;2776;2654;4278;4010;3753;2816;4396;3212;6297;3665
Thüringen;Grunderwerbsteuer;21278;22029;19133;14146;11114;11810;13267;14698;15537;11161;15423;14252;16392;16851;16867;22597;26965
Thüringen;Kraftfahrzeugsteuer (Land);66504;58707;48704;48704;60790;54510;0;-;-;-;-;-;-;-;-;-;-
Thüringen;Totalisatorsteuer;-;-;0;0;-;-;0;0;0;1;1;-;-;-;0;-;-
Thüringen;Andere Rennwettsteuer;-;-;-;-;-;-;0;-;0;0;0;-;-;-;-;-;-
Thüringen;Lotteriesteuer;8206;6275;6709;5970;8262;6192;6199;6913;6260;6432;5860;6754;6536;6343;7028;6120;6628
Thüringen;Feuerschutzsteuer;1919;1863;1910;1910;1910;2191;1957;1957;1957;1635;1006;1609;3869;2747;1464;1615;4032
Thüringen;Biersteuer;6217;6750;7404;6411;6012;7342;7400;6846;6158;7268;8066;6332;5948;6816;7117;6351;5664
Thüringen;Sonstige Landessteuern;-;-;-;-;0;-;0;-;0;0;0;-;-;-;-;-;-
Thüringen;Gemeindesteuern;182309;226261;216847;164812;178800;187196;149844;127172;140144;191412;167483;169313;183074;191924;206307;196801;190932
Thüringen;Grundsteuer A (Land- und Forstwirtschaft);2031;2386;2843;2027;2200;2260;2865;2039;2065;2362;2963;2036;2130;2786;3419;2433;2409
Thüringen;Grundsteuer B (Sonstige Grundstücke);39299;44854;48144;35422;39600;44282;48205;35539;40349;44945;52181;37195;42237;50703;57989;43417;47150
Thüringen;Gewerbesteuer (brutto);138633;176069;162510;125544;134400;137580;95279;87516;95237;140997;108559;127796;135810;134937;140302;148042;137572
Thüringen;Sonstige Steuern;2347;2953;3348;1819;2600;3074;3495;2078;2493;3108;3780;2286;2897;3498;4597;2909;3801
